customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,signup_date,churn_date,random_col
2164-SOQXL,Female,0.0,Yes,Yes,116,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,406.05,No,2022-03-27,,8601
4020-KIUDI,Male,0.0,Yes,Yes,6.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.85,138.85,No,2024-03-15,2026-10-08,4247
5850-BDWCY,Female,0.0,No,No,6.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,123.65,No,2019-04-11,,5412
2038-YSEZE,,,No,,,,,,Yes,Yes,No,,,No,,,,,,No,2024-04-03,,2350
0827-ITJPH,Male,0.0,No,No,36.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.55,689,No,2023-10-02,,2252
8799-OXZMD,Female,0.0,No,No,28.0,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,29.75,790.7,No,2021-11-05,2022-07-18,4397
1925-TIBLE,Female,0.0,Yes,No,7.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.5,582.5,Yes,2020-08-21,,3072
1705-GUHPV,,,No,,,,,,No internet service,No internet service,No internet service,,,No internet service,,,Mailed check,,1618.2,No,2020-01-10,,9754
4779-ZGICK,Male,0.0,Yes,Yes,  48.0 ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.55,1173.35,No,2021-12-22,,1720
0048-PIHNL,Female,0.0,Yes,No,49.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.45,900.9,No,2023-03-05,,5760
0818-OCPZO,Male,1.0,No,No,27.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.45,2122.05,Yes,2024-02-13,,6008
3967-KXAPS,Male,0.0,Yes,No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.3,6719.9,No,2023-10-06,,1533
1447-GIQMR,Male,0.0,Yes,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.15,69.15,Yes,2024-04-28,,4965
3704-IEAXF,Female,0.0,Yes,Yes,72.0,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),53.65,3784,No,2022-04-18,,9472
6810-VCAEX,Female,0.0,No,No,47.0,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),39.65,1798.65,No,2022-08-05,,1985
0674-EYYZV,Female,0.0,No,No,1.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.65,54.65,No,2023-08-16,,2291
4480-MBMLB,Female,0.0,No,No,36.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.8,3886.45,No,2019-08-18,,2487
1395-OFUWC,Male,0.0,Yes,Yes,43.0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),29.3,1224.05,No,2022-01-28,,1492
0822-QGCXA,Female,1.0,Yes,No,27.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,83.85,2310.2,No,2023-10-06,,8963
0872-NXJYS,Female,0.0,No,No,9.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.55,723.4,Yes,2022-03-16,,1408
2832-KJCRD,Female,0.0,No,No,38.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.65,3988.5,No,2022-10-09,2023-08-17,3529
3588-WSTTJ,Female,1.0,No,No,35.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,3554.6,No,2021-03-25,,8436
4075-WKNIU,Female,0.0,Yes,Yes,0.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,73.35, ,No,2019-09-24,2019-10-17,9956
5090-EMGTC,Female,0.0,Yes,No,105,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,100.05,6034.85,No,2019-01-19,2019-10-21,2377
  2346-CZYIL  ,  Male  ,0.0,  No  ,  No  ,  27.0  ,  Yes  ,  No  ,  No  ,  No internet service  ,  No internet service  ,  No internet service  ,  No internet service  ,  No internet service  ,  No internet service  ,  Two year  ,  No  ,  Credit card (automatic)  ,20.35,  531.6  ,  No  ,  2023-11-22  ,    ,  4240  
3798-EPWRR,Female,1.0,No,No,2.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,43.95,85.1,No,2022-07-22,,2610
6258-NGCNG,Male,0.0,No,No,7.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.5,173,No,2022-01-31,,2731
4186-ZBUEW,,0.0,No,,,Yes,,,No,Yes,No,,,Yes,,,Mailed check,,,No,2024-05-25,,9496
5274-XHAKY,Female,0.0,Yes,Yes,41.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.3,3893.6,No,2023-08-01,,4037
1442-BQPVU,Female,0.0,No,No,13.0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,29.15,357.15,No,2020-07-28,,6503
3978-YNKDD,Male,0.0,No,Yes,19.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.85,467.5,No,2022-08-28,,2410
4940-KHCWD,Female,0.0,Yes,No,ten,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),37.7,2288.7,No,2020-06-19,,3568
9412-ARGBX,Female,0.0,No,Yes,48.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,95.5,4627.85,Yes,2021-10-27,,4248
1389-CXMLU,Male,1.0,No,No,3.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,91.05,289.1,Yes,2021-06-04,,6277
9589-ABEPT,Male,0.0,Yes,No,69.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,92.45,6460.55,No,2021-02-06,,9099
9388-ZEYVT,Male,0.0,No,No,43.0,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,44.15,1931.3,No,2021-08-26,2021-06-28,3187
0305-SQECB,Female,0.0,No,Yes,11.0,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,36.05,402.6,No,2020-12-28,2020-12-18,6805
7605-SNLQG,Female,,Yes,,,,,,No,No,Yes,No,,No,,,Credit card (automatic),,,No,2022-10-21,,5447
4670-TABXH,Male,0.0,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.75,7758.9,No,2024-04-12,,8155
5561-NWEVX,Female,1.0,Yes,No,2.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,79.2,172.85,Yes,2021-11-20,2022-09-10,4011
0064-SUDOG,Female,0.0,Yes,Yes,12.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,224.5,No,2022-05-26,,4812
8561-NMTBD,Female,0.0,Yes,Yes,67.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),112.35,7388.45,No,2022-09-28,,6603
5161-XEUVX,,0.0,Yes,,  nan ,,,,No,No,Yes,,,No,,,,94.3,3460.95,No,2023-12-04,2023-10-29,4986
8292-FRFZQ,Female,0.0,No,No,39.0,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),41.15,1700.9,No,2021-08-06,2024-07-18,7828
8591-NXRCV,Female,0.0,No,No,41.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),74.65,3090.65,No,2024-03-26,,1124
7895-VONWT,Female,0.0,No,No,25.0,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.25,1293.8,No,2019-08-29,,4136
4526-RMTLL,Male,0.0,Yes,Yes,8.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),76.15,645.8,No,2019-01-29,2019-06-26,2569
6253-GNHWH,Female,0.0,Yes,Yes,71.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,71.1,5224.95,No,2021-02-19,2021-06-01,2295
4566-NECEV,Male,0.0,No,No,5.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,96.55,500.1,No,2021-12-14,,1479
8080-POTJR,Female,0.0,No,No,30.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),79.3,2427.1,No,2023-12-21,,4201
6906-MPARY,Male,0.0,No,No,40.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),89.6,3488.15,No,2023-12-22,,2958
3662-FXJFO,Female,0.0,No,No,54.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.5,1035.7,No,2022-01-24,,7822
8107-RZLNV,Male,0.0,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.3,7565.35,No,2022-10-25,,5518
0516-OOHAR,Male,0.0,Yes,Yes,28.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),100.35,2799,No,2023-04-20,,8082
2027-CWDNU,Male,0.0,Yes,Yes,18.0,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.6,1601.5,No,2019-08-04,,8967
2737-WFVYW,Female,0.0,No,No,2.0,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.25,85.5,Yes,2024-06-07,,8069
9912-OMZDS,Female,0.0,Yes,Yes,59.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.15,6256.2,No,2019-09-07,2021-05-15,4787
3733-ZEECP,,,Yes,,,,,,No,No,No,Yes,,No,Month-to-month,Yes,,,,No,2019-11-19,,9770
7878-RTCZG,Female,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,No,2024-05-11,,4466
2452-MRMZF,Female,1.0,Yes,No,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1937.4,No,2019-08-05,,8422
2272-QAGFO,Female,1.0,No,No,14.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.3,1096.25,Yes,2022-02-08,,2553
7103-IPXPJ,Male,,Yes,,,,,,No,No,No,,Yes,Yes,,,,99.4,,No,2019-10-19,,9716
4342-HFXWS,Female,0.0,Yes,Yes,-5,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),69.7,3023.65,No,2019-06-11,,3728
3545-CNWRG,Female,,Yes,Yes,,,,Fiber optic,No,Yes,No,,,Yes,Month-to-month,,,98.35,,No,2021-03-05,,6640
1785-BPHTP,Male,0.0,Yes,Yes,28.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,85.45,2289.9,No,2019-11-19,,4184
4989-LIXVT,Male,1.0,No,No,68.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.9,6503.2,No,2020-04-26,,3063
7315-WYOAW,,,No,,-5,,Yes,Fiber optic,No,No,No,,Yes,Yes,Month-to-month,,Electronic check,,1313.25,No,2019-05-10,,3964
1173-XZPYF,Female,0.0,No,No,11.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,990.3,No,2022-08-10,2025-01-25,6473
9850-OWRHQ,Female,0.0,Yes,No,3.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.1,228,Yes,2023-12-22,,2005
3768-NLUBH,Male,1.0,Yes,No,57.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.6,5746.15,Yes,2022-06-15,2024-12-25,2780
8676-TRMJS,Male,0.0,No,No,3.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.0,209.1,Yes,2019-12-13,,9278
2509-TFPJU,Male,0.0,Yes,No,145,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.75,1864.2,No,2019-11-24,,1767
9530-GRMJG,Male,0.0,Yes,Yes,70.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.1,5979.7,No,2019-12-18,,7500
6898-RBTLU,,,Yes,,,,Yes,,No,Yes,No,,,Yes,,,,,,No,2022-08-07,,3711
5481-NTDOH,Female,1.0,Yes,No,67.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),107.05,7142.5,No,2024-06-22,,3873
2068-WWXQZ,Male,0.0,No,No,46.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.05,902,No,2021-09-01,,4264
7359-SSBJK,Female,1.0,No,No,64.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.2,4481,Yes,2022-09-12,,4443
2061-VVFST,Female,0.0,Yes,No,37.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,805.2,No,2022-03-31,,7379
0685-MLYYM,Female,1.0,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.75,154.85,Yes,2019-09-06,,8240
0749-IRGQE,Female,1.0,Yes,No,13.0,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,45.3,528.45,No,2021-08-27,2023-04-06,4267
2380-DAMQP,Female,0.0,Yes,No,132,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,115.15,8349.7,No,2024-06-08,,2543
2256-YLYLP,Male,0.0,Yes,Yes,68.0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72.95,4953.25,No,2023-06-29,,1028
1272-ILHFG,Male,0.0,Yes,Yes,15.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,332.65,No,2020-07-15,2019-09-10,7520
0164-XAIRP,Female,0.0,No,No,24.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.55,470.2,No,2021-09-16,2023-08-09,9251
5666-CYCYZ,Female,0.0,No,No,24.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.55,2259.35,No,2022-12-07,,1308
4011-ARPHK,Male,0.0,No,No,27.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.35,1411.35,No,2021-08-22,,6304
8182-PNAGI,,,No,,,,,,No,No,No,,,No,,No,,,,Yes,2023-11-22,,2964
6365-HITVU,Female,0.0,Yes,Yes,71.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),87.25,6328.7,No,2022-11-07,2023-03-03,2896
7558-IMLMT,Male,0.0,Yes,Yes,ten,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.8,1411.9,No,2021-05-02,,8454
9488-FYQAU,Female,0.0,Yes,No,ten,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.25,6841.4,No,2021-03-22,,3270
3590-TCXTB,Male,0.0,No,No,76,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,20.35,No,2023-04-25,2025-04-24,3733
6994-KERXL,Male,0.0,No,No,4.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.9,238.5,No,2021-05-05,,2117
7957-RYHQD,Female,1.0,No,No,40.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.2,3233.85,Yes,2021-01-25,,9135
  2180-DXNEG  ,  Female  ,0.0,  No  ,  No  ,  12.0  ,  Yes  ,  No  ,  Fiber optic  ,  No  ,  No  ,  Yes  ,  No  ,  Yes  ,  Yes  ,  Month-to-month  ,  Yes  ,  Electronic check  ,96.0,  1062.1  ,  Yes  ,  2022-01-08  ,    ,  9158  
1960-UOTYM,Male,0.0,Yes,Yes,52.0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,79.2,4016.3,No,2022-07-13,,9217
2740-JFBOK,Male,0.0,No,No,10.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.0,226.55,No,2023-06-28,2022-10-21,3071
6500-JVEGC,Male,0.0,No,No,68.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),101.35,7110.75,No,2019-05-08,,2689
5515-AKOAJ,Female,0.0,No,No,54.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.1,5440.9,Yes,2021-03-26,2020-09-08,9464
8976-OQHGT,Female,0.0,Yes,Yes,4.0,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,56.5,235.1,Yes,2019-09-06,2019-06-17,6516
5245-VDBUR,Female,0.0,Yes,No,52.0,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.45,1958.95,No,2019-08-15,,3378
6230-BSUXY,Female,1.0,No,No,1.0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,85,Yes,2020-07-07,,1420
8469-SNFFH,,,Yes,,,,,DSL,Yes,Yes,Yes,,,No,One year,,,,5528.9,No,2020-09-16,,8192
2144-ESWKO,Male,0.0,No,No,43.0,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),35.2,1463.7,No,2020-02-27,2020-04-19,8219
1241-FPMOF,Male,0.0,No,No,52.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,1025.05,No,2022-01-24,,1094
9928-BZVLZ,Female,0.0,No,No,12.0,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,49.85,552.1,No,2021-12-04,,5303
4114-QMKVN,Female,0.0,Yes,Yes,56.0,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),68.75,3815.4,No,2024-01-30,2026-07-06,5348
2775-SEFEE,Male,0.0,No,Yes,0.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),61.9, ,No,2021-08-05,,5176
9003-CPATH,Male,0.0,No,No,42.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,79.9,3313.4,No,2022-11-11,,4322
1754-GKYPY,Male,1.0,Yes,No,22.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.75,1938.9,No,2019-02-28,,3954
5294-CDGWY,Male,0.0,Yes,Yes,51.0,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,59.3,3014.65,Yes,2023-08-11,,4010
7956-XQWGU,Male,0.0,No,No,27.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.4,460.25,No,2021-08-20,,9281
1591-MQJTP,Male,1.0,Yes,No,51.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),93.65,4839.15,No,2020-06-03,,9928
5295-PCJOO,Male,0.0,No,Yes,4.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,184.4,Yes,2022-09-10,2025-03-23,2006
2369-FEVNO,Male,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,19.9,No,2019-03-29,,7487
9863-JZAIC,Male,0.0,No,No,35.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.0,2010.55,Yes,2020-01-29,,6160
7471-MQPOS,Male,1.0,Yes,Yes,71.0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.9,5139.65,No,2022-05-22,,3301
7660-HDPJV,Female,0.0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.2,69.2,Yes,2023-10-01,2025-10-26,2673
5115-SQAAU,Female,0.0,Yes,Yes,69.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.6,1673.4,No,2021-10-04,2023-06-03,7771
9845-QOMAD,Male,0.0,Yes,Yes,14.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.75,309.35,No,2022-07-15,2023-05-01,4281
7672-VFMXZ,Male,0.0,Yes,No,57.0,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,55.7,3171.6,No,2022-05-19,2025-03-23,2165
9739-JLPQJ,,0.0,Yes,,,,Yes,Fiber optic,Yes,Yes,Yes,,,Yes,Two year,,,,,No,2020-01-19,,9721
9916-AYHTC,Male,0.0,No,No,48.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,916,No,2019-01-10,,9332
3855-ONCAR,Female,0.0,Yes,Yes,4.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,78.9,299.75,No,2024-01-02,,4767
1488-SYSFC,Male,0.0,Yes,Yes,31.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.65,702.05,No,2023-05-04,,4837
7931-PXHFC,Male,0.0,No,No,38.0,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,62.3,2354.8,Yes,2022-10-05,2022-02-03,4783
3990-QYKBE,Male,1.0,Yes,No,37.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.5,3473.4,Yes,2021-04-04,,2715
0970-QXPXW,Female,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,No,2022-06-30,,1949
3259-KNMRR,Male,1.0,No,No,57.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.75,4438.2,No,2019-01-11,,3455
6120-RJKLU,Female,1.0,Yes,No,62.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.95,4819.75,No,2019-07-29,,4481
  9572-WUKSB  ,,,  Yes  ,,,,,,  No  ,  No  ,  No  ,,,  No  ,,,,,,  No  ,  2022-06-14  ,    ,  2396  
5893-KCLGT,Female,0.0,No,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.75,1567,No,2019-03-05,,1319
0076-LVEPS,Male,0.0,No,Yes,29.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,45.0,1242.45,No,2022-01-14,2023-05-23,9374
3640-JQGJG,Male,0.0,Yes,Yes,13.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.8,559.2,No,2023-05-06,,8897
4919-MOAVT,Male,0.0,No,Yes,3.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,220.1,Yes,2022-07-11,,3752
1596-OQSPS,Female,0.0,No,No,184,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.1,531.15,No,2024-03-10,,6529
9867-XOBQA,,,No,Yes,21.0,,,,Yes,Yes,Yes,,,No,,,,,1183.2,No,2024-05-14,,2285
9546-KDTRB,Female,0.0,No,No,19.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.7,465.85,No,2019-12-03,,9339
3090-HAWSU,Male,0.0,No,No,61.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.6,6876.05,Yes,2023-09-22,,8315
9820-RMCQV,Female,0.0,No,No,11.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),48.55,501,Yes,2020-06-07,,2583
3174-RKMOW,Male,0.0,Yes,Yes,35.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.95,3782.4,No,2021-02-09,,2919
1760-CAZHT,Male,0.0,No,Yes,25.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,460.2,No,2024-03-14,,3994
7839-QRKXN,Female,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,20.2,Yes,2021-08-13,,1847
8441-SHIPE,Female,0.0,No,No,67.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.6,1790.35,No,2021-12-29,,4121
5204-QZXPU,,,No,,,,,,No,No,Yes,,,No,,Yes,,,733.35,Yes,2021-01-20,2021-06-03,7014
4597-ELFTS,Male,0.0,No,No,56.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.9,1334,Yes,2020-06-17,,7534
1320-GVNHT,Male,0.0,Yes,Yes,ten,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),108.4,7767.25,No,2024-01-07,2027-01-16,1066
